Line,Timestamp,Filename,Treatment,Replicate,Analyte,RT,PeakArea,NonylAcetate,TIC,NA_Added,Quantity
240,4/8/2021 18:17,T3-7.D,T3,7,3-heptanone,6.81,958992,5835814,2.37080924,200,5.202
580,4/8/2021 18:17,T3-7.D,T3,7,alpha-pinene,7.66,1852954,5835814,4.024764937,200,17.064
784,4/8/2021 18:17,T3-7.D,T3,7,benzaldehyde,8.14,1637410,5835814,2.597346396,200,9.731
920,4/8/2021 18:17,T3-7.D,T3,7,beta-pinene,8.43,914803,5835814,3.93557867,200,8.238
648,4/8/2021 18:17,T3-7.D,T3,7,camphene,7.94,346126,5835814,5.212068429,200,4.128
1600,4/8/2021 18:17,T3-7.D,T3,7,camphor,11.25,70776,5835814,5.789524239,200,0.938
512,4/8/2021 18:17,T3-7.D,T3,7,cumene,7.5,310060,5835814,2.289488255,200,1.624
1124,4/8/2021 18:17,T3-7.D,T3,7,delta-3-carene,8.99,191808,5835814,4.080706382,200,1.791
716,4/8/2021 18:17,T3-7.D,T3,7,"hexanal, 2-ethyl-",8,1989823,5835814,4.041975892,200,18.402
1260,4/8/2021 18:17,T3-7.D,T3,7,limonene,9.3,593635,5835814,8.150954255,200,11.071
1464,4/8/2021 18:17,T3-7.D,T3,7,linalool,10.42,81972,5835814,8.983776528,200,1.685
1736,4/8/2021 18:17,T3-7.D,T3,7,methyl salicylate,11.98,75753,5835814,3.27745436,200,0.568
1668,4/8/2021 18:17,T3-7.D,T3,7,napthalene,11.85,571202,5835814,1.87984147,200,2.457
1804,4/8/2021 18:17,T3-7.D,T3,7,n-decanal,12.04,149031,5835814,10.67217566,200,3.639
376,4/8/2021 18:17,T3-7.D,T3,7,n-heptanal,7.07,250552,5835814,7.753393531,200,4.445
104,4/8/2021 18:17,T3-7.D,T3,7,n-hexanal,5.29,929227,5835814,4.524512422,200,9.62
1532,4/8/2021 18:17,T3-7.D,T3,7,n-nonanal,10.48,373801,5835814,8.477547446,200,7.251
988,4/8/2021 18:17,T3-7.D,T3,7,n-octanal,8.83,137387,5835814,14.09759369,200,4.432
36,4/8/2021 18:17,T3-7.D,T3,7,n-octane,5.23,3185402,5835814,5.50135318,200,40.096
1872,4/8/2021 18:17,T3-7.D,T3,7,nonyl acetate,13.5,5835814,5835814,14.97824611,200,200
3028,4/8/2021 18:17,T3-7.D,T3,7,n-tridecan-1-ol,16.9,9469989,5835814,10.38602801,200,225.044
1192,4/8/2021 18:17,T3-7.D,T3,7,p-cymene ,9.23,308707,5835814,2.440449642,200,1.724
172,4/8/2021 18:17,T3-7.D,T3,7,pentanone<4-hydroxy-4-methyl-2->,6.01,13405272,5835814,4.380727173,200,134.366
1396,4/8/2021 18:17,T3-7.D,T3,7,RI 1101.4,10.42,82102,5835814,3.035613552,200,0.57
1940,4/8/2021 18:17,T3-7.D,T3,7,RI 1350.0,14.03,225043,5835814,8.782698462,200,4.522
2008,4/8/2021 18:17,T3-7.D,T3,7,RI 1384.8,14.5,27637,5835814,11.49152542,200,0.727
2076,4/8/2021 18:17,T3-7.D,T3,7,RI 1391.0,14.59,225863,5835814,15.1109773,200,7.809
2144,4/8/2021 18:17,T3-7.D,T3,7,RI 1409.4,14.83,109100,5835814,6.362679426,200,1.588
2212,4/8/2021 18:17,T3-7.D,T3,7,RI 1423.4,15.01,77850,5835814,17.32354703,200,3.086
2280,4/8/2021 18:17,T3-7.D,T3,7,RI 1427.9,15.06,592753,5835814,12.19555849,200,16.54
2348,4/8/2021 18:17,T3-7.D,T3,7,RI 1433.6,15.14,18577,5835814,7.994166667,200,0.34
2416,4/8/2021 18:17,T3-7.D,T3,7,RI 1434.6,15.15,720662,5835814,8.765701808,200,14.454
2484,4/8/2021 18:17,T3-7.D,T3,7,RI 1439.0,15.2,16191,5835814,5.815867925,200,0.215
2552,4/8/2021 18:17,T3-7.D,T3,7,RI 1447.4,15.31,79545,5835814,14.09469775,200,2.565
2620,4/8/2021 18:17,T3-7.D,T3,7,RI 1452.8,15.38,43678,5835814,14.34619794,200,1.434
2688,4/8/2021 18:17,T3-7.D,T3,7,RI 1473.2,15.64,64436,5835814,8.702692308,200,1.283
2892,4/8/2021 18:17,T3-7.D,T3,7,RI 1491.9,15.87,8767,5835814,7.972417017,200,0.16
2960,4/8/2021 18:17,T3-7.D,T3,7,RI 1515.5,16.16,32334,5835814,3.250375825,200,0.24
444,4/8/2021 18:17,T3-7.D,T3,7,RI 926.2,7.45,91150,5835814,2.442103908,200,0.509
852,4/8/2021 18:17,T3-7.D,T3,7,sabinene,8.36,42648,5835814,3.300065277,200,0.322
3096,4/8/2021 18:17,T3-7.D,T3,7,tetradecanal,17.35,143708,5835814,12.04965676,200,3.962
1329,4/13/2021 22:17,T3-8.D,T3,8,(E)-beta-ocimene,9.58,155573,5314827,5.294651542,200,2.069
1057,4/13/2021 22:17,T3-8.D,T3,8,(Z)-3-hexenyl acetate,8.88,1090639,5314827,3.984787204,200,10.919
2757,4/13/2021 22:17,T3-8.D,T3,8,1-dodecanol,15.66,3817914,5314827,15.47239577,200,148.41
2825,4/13/2021 22:17,T3-8.D,T3,8,"2,6-di-tert-butyl-1,4-benzoquinone",15.73,295689,5314827,8.635928571,200,6.415
309,4/13/2021 22:17,T3-8.D,T3,8,2-heptanone,6.88,374304,5314827,3.192339999,200,3.002
241,4/13/2021 22:17,T3-8.D,T3,8,3-heptanone,6.8,1642440,5314827,2.37080924,200,9.783
581,4/13/2021 22:17,T3-8.D,T3,8,alpha-pinene,7.66,4193051,5314827,4.024764937,200,42.399
785,4/13/2021 22:17,T3-8.D,T3,8,benzaldehyde,8.15,2707840,5314827,2.597346396,200,17.67
921,4/13/2021 22:17,T3-8.D,T3,8,beta-pinene,8.43,2328004,5314827,3.93557867,200,23.018
649,4/13/2021 22:17,T3-8.D,T3,8,camphene,7.94,858573,5314827,5.212068429,200,11.243
1601,4/13/2021 22:17,T3-8.D,T3,8,camphor,11.25,150115,5314827,5.789524239,200,2.183
513,4/13/2021 22:17,T3-8.D,T3,8,cumene,7.5,702796,5314827,2.289488255,200,4.042
1125,4/13/2021 22:17,T3-8.D,T3,8,delta-3-carene,8.99,474669,5314827,4.080706382,200,4.866
717,4/13/2021 22:17,T3-8.D,T3,8,"hexanal, 2-ethyl-",8,4350045,5314827,4.041975892,200,44.174
1261,4/13/2021 22:17,T3-8.D,T3,8,limonene,9.3,1217047,5314827,8.150954255,200,24.923
1465,4/13/2021 22:17,T3-8.D,T3,8,linalool,10.42,148812,5314827,8.983776528,200,3.359
1737,4/13/2021 22:17,T3-8.D,T3,8,methyl salicylate,11.97,248132,5314827,3.27745436,200,2.043
1669,4/13/2021 22:17,T3-8.D,T3,8,napthalene,11.85,1471363,5314827,1.87984147,200,6.949
1805,4/13/2021 22:17,T3-8.D,T3,8,n-decanal,12.04,82698,5314827,10.67217566,200,2.217
377,4/13/2021 22:17,T3-8.D,T3,8,n-heptanal,7.07,123533,5314827,7.753393531,200,2.406
105,4/13/2021 22:17,T3-8.D,T3,8,n-hexanal,5.29,138906,5314827,4.524512422,200,1.579
1533,4/13/2021 22:17,T3-8.D,T3,8,n-nonanal,10.48,388562,5314827,8.477547446,200,8.276
989,4/13/2021 22:17,T3-8.D,T3,8,n-octanal,8.82,108657,5314827,14.09759369,200,3.848
37,4/13/2021 22:17,T3-8.D,T3,8,n-octane,5.23,3058939,5314827,5.50135318,200,42.279
1873,4/13/2021 22:17,T3-8.D,T3,8,nonyl acetate,13.5,5314827,5314827,14.97824611,200,200
3029,4/13/2021 22:17,T3-8.D,T3,8,n-tridecan-1-ol,16.9,4406334,5314827,10.38602801,200,114.976
1193,4/13/2021 22:17,T3-8.D,T3,8,p-cymene ,9.23,626576,5314827,2.440449642,200,3.842
173,4/13/2021 22:17,T3-8.D,T3,8,pentanone<4-hydroxy-4-methyl-2->,6.01,14722602,5314827,4.380727173,200,162.036
1397,4/13/2021 22:17,T3-8.D,T3,8,RI 1101.4,10.42,149020,5314827,3.035613552,200,1.137
1941,4/13/2021 22:17,T3-8.D,T3,8,RI 1350.0,14.03,319681,5314827,8.782698462,200,7.054
2009,4/13/2021 22:17,T3-8.D,T3,8,RI 1384.8,14.5,30188,5314827,11.49152542,200,0.872
2077,4/13/2021 22:17,T3-8.D,T3,8,RI 1391.0,14.59,83541,5314827,15.1109773,200,3.172
2145,4/13/2021 22:17,T3-8.D,T3,8,RI 1409.4,14.83,42378,5314827,6.362679426,200,0.677
2213,4/13/2021 22:17,T3-8.D,T3,8,RI 1423.4,15.01,19467,5314827,17.32354703,200,0.847
2281,4/13/2021 22:17,T3-8.D,T3,8,RI 1427.9,15.06,54125,5314827,12.19555849,200,1.658
2349,4/13/2021 22:17,T3-8.D,T3,8,RI 1433.6,15.14,46919,5314827,7.994166667,200,0.942
2417,4/13/2021 22:17,T3-8.D,T3,8,RI 1434.6,15.15,684025,5314827,8.765701808,200,15.064
2485,4/13/2021 22:17,T3-8.D,T3,8,RI 1439.0,15.2,22683,5314827,5.815867925,200,0.331
2553,4/13/2021 22:17,T3-8.D,T3,8,RI 1447.4,15.31,107009,5314827,14.09469775,200,3.789
2621,4/13/2021 22:17,T3-8.D,T3,8,RI 1452.8,15.38,91193,5314827,14.34619794,200,3.287
2689,4/13/2021 22:17,T3-8.D,T3,8,RI 1473.2,15.64,1894,5314827,8.702692308,200,0.041
2893,4/13/2021 22:17,T3-8.D,T3,8,RI 1491.9,15.87,23531,5314827,7.972417017,200,0.471
2961,4/13/2021 22:17,T3-8.D,T3,8,RI 1515.5,16.16,27265,5314827,3.250375825,200,0.223
445,4/13/2021 22:17,T3-8.D,T3,8,RI 926.2,7.45,227722,5314827,2.442103908,200,1.397
853,4/13/2021 22:17,T3-8.D,T3,8,sabinene,8.36,94098,5314827,3.300065277,200,0.78
3097,4/13/2021 22:17,T3-8.D,T3,8,tetradecanal,17.35,66787,5314827,12.04965676,200,2.022
1330,4/13/2021 13:38,T3-9.D,T3,9,(E)-beta-ocimene,9.58,91955,5930324,5.294651542,200,1.096
1058,4/13/2021 13:38,T3-9.D,T3,9,(Z)-3-hexenyl acetate,8.88,721719,5930324,3.984787204,200,6.475
2758,4/13/2021 13:38,T3-9.D,T3,9,1-dodecanol,15.67,3455765,5930324,15.47239577,200,120.391
2826,4/13/2021 13:38,T3-9.D,T3,9,"2,6-di-tert-butyl-1,4-benzoquinone",15.73,199176,5930324,8.635928571,200,3.873
310,4/13/2021 13:38,T3-9.D,T3,9,2-heptanone,6.88,268494,5930324,3.192339999,200,1.93
242,4/13/2021 13:38,T3-9.D,T3,9,3-heptanone,6.81,1235083,5930324,2.37080924,200,6.593
582,4/13/2021 13:38,T3-9.D,T3,9,alpha-pinene,7.66,2509296,5930324,4.024764937,200,22.74
786,4/13/2021 13:38,T3-9.D,T3,9,benzaldehyde,8.15,1910110,5930324,2.597346396,200,11.171
922,4/13/2021 13:38,T3-9.D,T3,9,beta-pinene,8.43,1353780,5930324,3.93557867,200,11.996
650,4/13/2021 13:38,T3-9.D,T3,9,camphene,7.94,497156,5930324,5.212068429,200,5.834
1602,4/13/2021 13:38,T3-9.D,T3,9,camphor,11.25,85246,5930324,5.789524239,200,1.111
514,4/13/2021 13:38,T3-9.D,T3,9,cumene,7.5,463090,5930324,2.289488255,200,2.387
1126,4/13/2021 13:38,T3-9.D,T3,9,delta-3-carene,8.99,270462,5930324,4.080706382,200,2.485
718,4/13/2021 13:38,T3-9.D,T3,9,"hexanal, 2-ethyl-",8,2976974,5930324,4.041975892,200,27.093
1262,4/13/2021 13:38,T3-9.D,T3,9,limonene,9.3,715927,5930324,8.150954255,200,13.139
1466,4/13/2021 13:38,T3-9.D,T3,9,linalool,10.42,89199,5930324,8.983776528,200,1.804
1738,4/13/2021 13:38,T3-9.D,T3,9,methyl salicylate,11.98,86284,5930324,3.27745436,200,0.637
1670,4/13/2021 13:38,T3-9.D,T3,9,napthalene,11.85,808831,5930324,1.87984147,200,3.423
1806,4/13/2021 13:38,T3-9.D,T3,9,n-decanal,12.04,93730,5930324,10.67217566,200,2.252
378,4/13/2021 13:38,T3-9.D,T3,9,n-heptanal,7.07,157183,5930324,7.753393531,200,2.744
106,4/13/2021 13:38,T3-9.D,T3,9,n-hexanal,5.29,599126,5930324,4.524512422,200,6.104
1534,4/13/2021 13:38,T3-9.D,T3,9,n-nonanal,10.48,204353,5930324,8.477547446,200,3.901
990,4/13/2021 13:38,T3-9.D,T3,9,n-octanal,8.83,93351,5930324,14.09759369,200,2.963
38,4/13/2021 13:38,T3-9.D,T3,9,n-octane,5.23,3184332,5930324,5.50135318,200,39.444
1874,4/13/2021 13:38,T3-9.D,T3,9,nonyl acetate,13.5,5930324,5930324,14.97824611,200,200
3030,4/13/2021 13:38,T3-9.D,T3,9,n-tridecan-1-ol,16.9,3390932,5930324,10.38602801,200,79.297
1194,4/13/2021 13:38,T3-9.D,T3,9,p-cymene ,9.22,368161,5930324,2.440449642,200,2.023
174,4/13/2021 13:38,T3-9.D,T3,9,pentanone<4-hydroxy-4-methyl-2->,6.01,15218167,5930324,4.380727173,200,150.106
1398,4/13/2021 13:38,T3-9.D,T3,9,RI 1101.4,10.42,89198,5930324,3.035613552,200,0.61
1942,4/13/2021 13:38,T3-9.D,T3,9,RI 1350.0,14.03,321775,5930324,8.782698462,200,6.363
2010,4/13/2021 13:38,T3-9.D,T3,9,RI 1384.8,14.5,19390,5930324,11.49152542,200,0.502
2078,4/13/2021 13:38,T3-9.D,T3,9,RI 1391.0,14.59,64996,5930324,15.1109773,200,2.211
2146,4/13/2021 13:38,T3-9.D,T3,9,RI 1409.4,14.83,43786,5930324,6.362679426,200,0.627
2214,4/13/2021 13:38,T3-9.D,T3,9,RI 1423.4,15.01,17503,5930324,17.32354703,200,0.683
2282,4/13/2021 13:38,T3-9.D,T3,9,RI 1427.9,15.06,53120,5930324,12.19555849,200,1.459
2350,4/13/2021 13:38,T3-9.D,T3,9,RI 1433.6,15.13,27966,5930324,7.994166667,200,0.503
2418,4/13/2021 13:38,T3-9.D,T3,9,RI 1434.6,15.15,536148,5930324,8.765701808,200,10.582
2486,4/13/2021 13:38,T3-9.D,T3,9,RI 1439.0,15.2,12721,5930324,5.815867925,200,0.167
2554,4/13/2021 13:38,T3-9.D,T3,9,RI 1447.4,15.31,66004,5930324,14.09469775,200,2.095
2622,4/13/2021 13:38,T3-9.D,T3,9,RI 1452.8,15.38,52640,5930324,14.34619794,200,1.7
2690,4/13/2021 13:38,T3-9.D,T3,9,RI 1473.2,15.64,5082,5930324,8.702692308,200,0.1
2894,4/13/2021 13:38,T3-9.D,T3,9,RI 1491.9,15.87,13931,5930324,7.972417017,200,0.25
2962,4/13/2021 13:38,T3-9.D,T3,9,RI 1515.5,16.16,15079,5930324,3.250375825,200,0.11
446,4/13/2021 13:38,T3-9.D,T3,9,RI 926.2,7.45,143661,5930324,2.442103908,200,0.79
854,4/13/2021 13:38,T3-9.D,T3,9,sabinene,8.36,52295,5930324,3.300065277,200,0.389
3098,4/13/2021 13:38,T3-9.D,T3,9,tetradecanal,17.35,54036,5930324,12.04965676,200,1.466
1331,4/12/2021 14:17,T4-1.D,T4,1,(E)-beta-ocimene,9.58,95715,6839009,5.294651542,200,0.989
1059,4/12/2021 14:17,T4-1.D,T4,1,(Z)-3-hexenyl acetate,8.88,711031,6839009,3.984787204,200,5.532
2759,4/12/2021 14:17,T4-1.D,T4,1,1-dodecanol,15.66,3838498,6839009,15.47239577,200,115.956
2827,4/12/2021 14:17,T4-1.D,T4,1,"2,6-di-tert-butyl-1,4-benzoquinone",15.73,486592,6839009,8.635928571,200,8.204
311,4/12/2021 14:17,T4-1.D,T4,1,2-heptanone,6.88,287573,6839009,3.192339999,200,1.792
243,4/12/2021 14:17,T4-1.D,T4,1,3-heptanone,6.8,1176509,6839009,2.37080924,200,5.446
583,4/12/2021 14:17,T4-1.D,T4,1,alpha-pinene,7.66,2034455,6839009,4.024764937,200,15.987
787,4/12/2021 14:17,T4-1.D,T4,1,benzaldehyde,8.15,1643546,6839009,2.597346396,200,8.335
923,4/12/2021 14:17,T4-1.D,T4,1,beta-pinene,8.43,1073095,6839009,3.93557867,200,8.246
651,4/12/2021 14:17,T4-1.D,T4,1,camphene,7.94,462994,6839009,5.212068429,200,4.712
1603,4/12/2021 14:17,T4-1.D,T4,1,camphor,11.25,103596,6839009,5.789524239,200,1.171
515,4/12/2021 14:17,T4-1.D,T4,1,cumene,7.5,346198,6839009,2.289488255,200,1.548
1127,4/12/2021 14:17,T4-1.D,T4,1,delta-3-carene,8.99,266404,6839009,4.080706382,200,2.123
719,4/12/2021 14:17,T4-1.D,T4,1,"hexanal, 2-ethyl-",8,3215104,6839009,4.041975892,200,25.373
1263,4/12/2021 14:17,T4-1.D,T4,1,limonene,9.3,811511,6839009,8.150954255,200,12.915
1467,4/12/2021 14:17,T4-1.D,T4,1,linalool,10.42,97394,6839009,8.983776528,200,1.708
1739,4/12/2021 14:17,T4-1.D,T4,1,methyl salicylate,11.97,110533,6839009,3.27745436,200,0.707
1671,4/12/2021 14:17,T4-1.D,T4,1,napthalene,11.85,706178,6839009,1.87984147,200,2.592
1807,4/12/2021 14:17,T4-1.D,T4,1,n-decanal,12.04,168339,6839009,10.67217566,200,3.508
379,4/12/2021 14:17,T4-1.D,T4,1,n-heptanal,7.06,293226,6839009,7.753393531,200,4.439
107,4/12/2021 14:17,T4-1.D,T4,1,n-hexanal,5.29,741855,6839009,4.524512422,200,6.553
1535,4/12/2021 14:17,T4-1.D,T4,1,n-nonanal,10.48,363249,6839009,8.477547446,200,6.012
991,4/12/2021 14:17,T4-1.D,T4,1,n-octanal,8.82,148260,6839009,14.09759369,200,4.081
39,4/12/2021 14:17,T4-1.D,T4,1,n-octane,5.23,3350769,6839009,5.50135318,200,35.991
1875,4/12/2021 14:17,T4-1.D,T4,1,nonyl acetate,13.5,6839009,6839009,14.97824611,200,200
3031,4/12/2021 14:17,T4-1.D,T4,1,n-tridecan-1-ol,16.9,10622968,6839009,10.38602801,200,215.413
1195,4/12/2021 14:17,T4-1.D,T4,1,p-cymene ,9.23,377441,6839009,2.440449642,200,1.798
175,4/12/2021 14:17,T4-1.D,T4,1,pentanone<4-hydroxy-4-methyl-2->,6.01,17431347,6839009,4.380727173,200,149.092
1399,4/12/2021 14:17,T4-1.D,T4,1,RI 1101.4,10.41,98363,6839009,3.035613552,200,0.583
1943,4/12/2021 14:17,T4-1.D,T4,1,RI 1350.0,14.03,299803,6839009,8.782698462,200,5.141
2011,4/12/2021 14:17,T4-1.D,T4,1,RI 1384.8,14.5,125931,6839009,11.49152542,200,2.825
2079,4/12/2021 14:17,T4-1.D,T4,1,RI 1391.0,14.59,254425,6839009,15.1109773,200,7.506
2147,4/12/2021 14:17,T4-1.D,T4,1,RI 1409.4,14.83,134222,6839009,6.362679426,200,1.667
2215,4/12/2021 14:17,T4-1.D,T4,1,RI 1423.4,15.01,61621,6839009,17.32354703,200,2.084
2283,4/12/2021 14:17,T4-1.D,T4,1,RI 1427.9,15.07,615670,6839009,12.19555849,200,14.66
2351,4/12/2021 14:17,T4-1.D,T4,1,RI 1433.6,15.13,27228,6839009,7.994166667,200,0.425
2419,4/12/2021 14:17,T4-1.D,T4,1,RI 1434.6,15.15,1171538,6839009,8.765701808,200,20.05
2487,4/12/2021 14:17,T4-1.D,T4,1,RI 1439.0,15.2,9850,6839009,5.815867925,200,0.112
2555,4/12/2021 14:17,T4-1.D,T4,1,RI 1447.4,15.31,88438,6839009,14.09469775,200,2.434
2623,4/12/2021 14:17,T4-1.D,T4,1,RI 1452.8,15.38,37681,6839009,14.34619794,200,1.055
2691,4/12/2021 14:17,T4-1.D,T4,1,RI 1473.2,15.64,75320,6839009,8.702692308,200,1.28
2895,4/12/2021 14:17,T4-1.D,T4,1,RI 1491.9,15.88,14650,6839009,7.972417017,200,0.228
2963,4/12/2021 14:17,T4-1.D,T4,1,RI 1515.5,16.16,43929,6839009,3.250375825,200,0.279
447,4/12/2021 14:17,T4-1.D,T4,1,RI 926.2,7.45,117848,6839009,2.442103908,200,0.562
855,4/12/2021 14:17,T4-1.D,T4,1,sabinene,8.36,49410,6839009,3.300065277,200,0.318
3099,4/12/2021 14:17,T4-1.D,T4,1,tetradecanal,17.35,274718,6839009,12.04965676,200,6.463
1332,4/13/2021 13:06,T4-10.D,T4,10,(E)-beta-ocimene,9.58,137100,5985685,5.294651542,200,1.619
1060,4/13/2021 13:06,T4-10.D,T4,10,(Z)-3-hexenyl acetate,8.88,985294,5985685,3.984787204,200,8.758
2760,4/13/2021 13:06,T4-10.D,T4,10,1-dodecanol,15.67,13740433,5985685,15.47239577,200,474.256
2828,4/13/2021 13:06,T4-10.D,T4,10,"2,6-di-tert-butyl-1,4-benzoquinone",15.73,304013,5985685,8.635928571,200,5.857
312,4/13/2021 13:06,T4-10.D,T4,10,2-heptanone,6.88,427988,5985685,3.192339999,200,3.048
244,4/13/2021 13:06,T4-10.D,T4,10,3-heptanone,6.8,1554110,5985685,2.37080924,200,8.219
584,4/13/2021 13:06,T4-10.D,T4,10,alpha-pinene,7.66,3110915,5985685,4.024764937,200,27.931
788,4/13/2021 13:06,T4-10.D,T4,10,benzaldehyde,8.15,2383486,5985685,2.597346396,200,13.81
924,4/13/2021 13:06,T4-10.D,T4,10,beta-pinene,8.43,1688919,5985685,3.93557867,200,14.828
652,4/13/2021 13:06,T4-10.D,T4,10,camphene,7.94,605713,5985685,5.212068429,200,7.043
1604,4/13/2021 13:06,T4-10.D,T4,10,camphor,11.25,137451,5985685,5.789524239,200,1.775
516,4/13/2021 13:06,T4-10.D,T4,10,cumene,7.5,535908,5985685,2.289488255,200,2.737
1128,4/13/2021 13:06,T4-10.D,T4,10,delta-3-carene,8.99,364588,5985685,4.080706382,200,3.319
720,4/13/2021 13:06,T4-10.D,T4,10,"hexanal, 2-ethyl-",8,4050028,5985685,4.041975892,200,36.518
1264,4/13/2021 13:06,T4-10.D,T4,10,limonene,9.3,1026107,5985685,8.150954255,200,18.658
1468,4/13/2021 13:06,T4-10.D,T4,10,linalool,10.42,132287,5985685,8.983776528,200,2.651
1740,4/13/2021 13:06,T4-10.D,T4,10,methyl salicylate,11.98,219258,5985685,3.27745436,200,1.603
1672,4/13/2021 13:06,T4-10.D,T4,10,napthalene,11.85,1188574,5985685,1.87984147,200,4.984
1808,4/13/2021 13:06,T4-10.D,T4,10,n-decanal,12.04,203767,5985685,10.67217566,200,4.851
380,4/13/2021 13:06,T4-10.D,T4,10,n-heptanal,7.06,372428,5985685,7.753393531,200,6.442
108,4/13/2021 13:06,T4-10.D,T4,10,n-hexanal,5.29,690253,5985685,4.524512422,200,6.967
1536,4/13/2021 13:06,T4-10.D,T4,10,n-nonanal,10.53,554022,5985685,8.477547446,200,10.477
992,4/13/2021 13:06,T4-10.D,T4,10,n-octanal,8.82,209112,5985685,14.09759369,200,6.576
40,4/13/2021 13:06,T4-10.D,T4,10,n-octane,5.23,3147446,5985685,5.50135318,200,38.626
1876,4/13/2021 13:06,T4-10.D,T4,10,nonyl acetate,13.5,5985685,5985685,14.97824611,200,200
3032,4/13/2021 13:06,T4-10.D,T4,10,n-tridecan-1-ol,16.92,36647323,5985685,10.38602801,200,849.077
1196,4/13/2021 13:06,T4-10.D,T4,10,p-cymene ,9.23,528593,5985685,2.440449642,200,2.878
176,4/13/2021 13:06,T4-10.D,T4,10,pentanone<4-hydroxy-4-methyl-2->,6.01,17929714,5985685,4.380727173,200,175.216
1400,4/13/2021 13:06,T4-10.D,T4,10,RI 1101.4,10.42,132357,5985685,3.035613552,200,0.896
1944,4/13/2021 13:06,T4-10.D,T4,10,RI 1350.0,14.03,368919,5985685,8.782698462,200,7.228
2012,4/13/2021 13:06,T4-10.D,T4,10,RI 1384.8,14.5,65531,5985685,11.49152542,200,1.68
2080,4/13/2021 13:06,T4-10.D,T4,10,RI 1391.0,14.59,200867,5985685,15.1109773,200,6.771
2148,4/13/2021 13:06,T4-10.D,T4,10,RI 1409.4,14.83,171281,5985685,6.362679426,200,2.431
2216,4/13/2021 13:06,T4-10.D,T4,10,RI 1423.4,15.07,402921,5985685,17.32354703,200,15.571
2284,4/13/2021 13:06,T4-10.D,T4,10,RI 1427.9,15.07,592354,5985685,12.19555849,200,16.115
2352,4/13/2021 13:06,T4-10.D,T4,10,RI 1433.6,15.06,243317,5985685,7.994166667,200,4.339
2420,4/13/2021 13:06,T4-10.D,T4,10,RI 1434.6,15.15,3244689,5985685,8.765701808,200,63.448
2488,4/13/2021 13:06,T4-10.D,T4,10,RI 1439.0,15.21,28771,5985685,5.815867925,200,0.373
2556,4/13/2021 13:06,T4-10.D,T4,10,RI 1447.4,15.31,98157,5985685,14.09469775,200,3.086
2624,4/13/2021 13:06,T4-10.D,T4,10,RI 1452.8,15.38,75500,5985685,14.34619794,200,2.416
2692,4/13/2021 13:06,T4-10.D,T4,10,RI 1473.2,15.64,64160,5985685,8.702692308,200,1.246
2896,4/13/2021 13:06,T4-10.D,T4,10,RI 1491.9,15.88,17446,5985685,7.972417017,200,0.31
2964,4/13/2021 13:06,T4-10.D,T4,10,RI 1515.5,16.17,42352,5985685,3.250375825,200,0.307
448,4/13/2021 13:06,T4-10.D,T4,10,RI 926.2,7.45,168551,5985685,2.442103908,200,0.918
856,4/13/2021 13:06,T4-10.D,T4,10,sabinene,8.43,150011,5985685,3.300065277,200,1.104
3100,4/13/2021 13:06,T4-10.D,T4,10,tetradecanal,17.35,407898,5985685,12.04965676,200,10.964
1333,4/8/2021 18:50,T4-2.D,T4,2,(E)-beta-ocimene,9.58,70844,6499806,5.294651542,200,0.771
1061,4/8/2021 18:50,T4-2.D,T4,2,(Z)-3-hexenyl acetate,8.88,380628,6499806,3.984787204,200,3.116
2761,4/8/2021 18:50,T4-2.D,T4,2,1-dodecanol,15.66,6035201,6499806,15.47239577,200,191.831
2829,4/8/2021 18:50,T4-2.D,T4,2,"2,6-di-tert-butyl-1,4-benzoquinone",15.73,658361,6499806,8.635928571,200,11.68
313,4/8/2021 18:50,T4-2.D,T4,2,2-heptanone,6.88,298568,6499806,3.192339999,200,1.958
245,4/8/2021 18:50,T4-2.D,T4,2,3-heptanone,6.81,839869,6499806,2.37080924,200,4.091
585,4/8/2021 18:50,T4-2.D,T4,2,alpha-pinene,7.66,2336063,6499806,4.024764937,200,19.315
789,4/8/2021 18:50,T4-2.D,T4,2,benzaldehyde,8.15,1028563,6499806,2.597346396,200,5.488
925,4/8/2021 18:50,T4-2.D,T4,2,beta-pinene,8.43,1161394,6499806,3.93557867,200,9.39
653,4/8/2021 18:50,T4-2.D,T4,2,camphene,7.94,466011,6499806,5.212068429,200,4.99
1605,4/8/2021 18:50,T4-2.D,T4,2,camphor,11.25,75804,6499806,5.789524239,200,0.902
517,4/8/2021 18:50,T4-2.D,T4,2,cumene,7.5,279195,6499806,2.289488255,200,1.313
1129,4/8/2021 18:50,T4-2.D,T4,2,delta-3-carene,8.99,202534,6499806,4.080706382,200,1.698
721,4/8/2021 18:50,T4-2.D,T4,2,"hexanal, 2-ethyl-",8,2319059,6499806,4.041975892,200,19.256
1265,4/8/2021 18:50,T4-2.D,T4,2,limonene,9.3,573499,6499806,8.150954255,200,9.603
1469,4/8/2021 18:50,T4-2.D,T4,2,linalool,10.42,53241,6499806,8.983776528,200,0.983
1741,4/8/2021 18:50,T4-2.D,T4,2,methyl salicylate,11.98,45949,6499806,3.27745436,200,0.309
1673,4/8/2021 18:50,T4-2.D,T4,2,napthalene,11.85,447668,6499806,1.87984147,200,1.729
1809,4/8/2021 18:50,T4-2.D,T4,2,n-decanal,12.04,152121,6499806,10.67217566,200,3.335
