Component RT,Base Peak MZ,Component Area,Compound Name,Match Factor,File Name
5.62369423686649,207.03,4166821.14279071,"Cyclotrisiloxane, hexamethyl-",98.3582666953863,T1-9.D
5.62399504938276,207.04,4843697.75526912,"Cyclotrisiloxane, hexamethyl-",98.2412074579142,T1-6.D
5.62486066607665,207.02,1328745.32232642,"Cyclotrisiloxane, hexamethyl-",98.6137984079677,T5-6.D
5.62489038347073,207.03,4383576.14267284,"Cyclotrisiloxane, hexamethyl-",98.2489256019765,T6-1.D
5.62516062478066,207.03,4078924.16963,"Cyclotrisiloxane, hexamethyl-",98.3789534093555,T2-8.D
5.62569844171643,207.03,4016084.54599168,"Cyclotrisiloxane, hexamethyl-",98.2454140821559,T2-9.D
5.62595485608248,207.04,4837400.81408086,"Cyclotrisiloxane, hexamethyl-",98.2381192156925,T2-4.D
5.62601329526475,207.03,4843706.25701919,"Cyclotrisiloxane, hexamethyl-",98.2678739626418,T5-9.D
5.62651437960502,207.02,5099532.72945117,"Cyclotrisiloxane, hexamethyl-",98.3021842641138,T4-8.D
5.6266668504932,207.04,6037298.33232657,"Cyclotrisiloxane, hexamethyl-",98.2445433178338,T5-4.D
5.62672653015037,207.03,3435859.07247726,"Cyclotrisiloxane, hexamethyl-",98.2271896288735,T1-3.D
5.62675119854788,207.04,6872787.40412139,"Cyclotrisiloxane, hexamethyl-",98.3939001629543,T3-1.D
5.62675555261039,207.02,4860763.36470589,"Cyclotrisiloxane, hexamethyl-",98.2278569171026,T1-2.D
5.62703808257945,207.04,5058311.03231542,"Cyclotrisiloxane, hexamethyl-",98.2883039086552,T6-5.D
5.62722971250533,207.04,5255740.58608402,"Cyclotrisiloxane, hexamethyl-",98.2541214878688,T6-9.D
5.62734115529936,207.03,3266732.48345014,"Cyclotrisiloxane, hexamethyl-",98.3131799875251,T2-7.D
5.62744862507108,207.03,4548904.38791276,"Cyclotrisiloxane, hexamethyl-",98.2754402051165,T1-5.D
5.62745657970127,207.02,5861154.39780605,"Cyclotrisiloxane, hexamethyl-",98.2735443349295,T3-10.D
5.62770578805544,207.03,3373424.52134707,"Cyclotrisiloxane, hexamethyl-",98.3410166585504,T6-3.D
5.62777848037852,207.03,4073489.91577722,"Cyclotrisiloxane, hexamethyl-",98.2612532482358,T3-4.D
5.62805525986965,207.03,4736376.20201737,"Cyclotrisiloxane, hexamethyl-",98.2919970313941,T2-3.D
5.62809959868216,207.03,4532398.83363992,"Cyclotrisiloxane, hexamethyl-",98.2215436076053,T1-10.D
5.62810185346996,207.03,4648649.2575495,"Cyclotrisiloxane, hexamethyl-",98.1832459942079,T5-1.D
5.62826218558296,207.04,4872785.72000793,"Cyclotrisiloxane, hexamethyl-",98.4140782626801,T5-7.D
5.62829840869706,207.04,8929017.95312351,"Cyclotrisiloxane, hexamethyl-",98.2519259770108,T3-8.D
5.62835256799474,207.03,5362254.21476432,"Cyclotrisiloxane, hexamethyl-",98.297660067756,T4-1.D
5.62842052812278,207.03,5403798.39632772,"Cyclotrisiloxane, hexamethyl-",98.256389285853,T1-1.D
5.62845053097785,207.04,5693685.83358319,"Cyclotrisiloxane, hexamethyl-",98.2660988240352,T4-5.D
5.62847079171654,207.01,908197.371091879,"Cyclotrisiloxane, hexamethyl-",97.8671495701672,T6-2.D
5.62850312210809,207.03,3671865.43097031,"Cyclotrisiloxane, hexamethyl-",98.242021246231,T2-10.D
5.62876680810673,207.04,5112723.57041762,"Cyclotrisiloxane, hexamethyl-",98.2887280045713,T1-8.D
5.628830021965,207.04,6203533.84791236,"Cyclotrisiloxane, hexamethyl-",98.3803860811481,T3-6.D
5.62893930091557,207.03,3653213.03763552,"Cyclotrisiloxane, hexamethyl-",98.3464744035316,T3-5.D
5.62897471373292,207.03,5102463.85311498,"Cyclotrisiloxane, hexamethyl-",98.3018356896757,T1-4.D
5.62899191381578,207.04,4022417.15295985,"Cyclotrisiloxane, hexamethyl-",98.4015429727719,T3-7.D
5.62915046475984,207.04,5240891.75390826,"Cyclotrisiloxane, hexamethyl-",98.3625968863238,T4-2.D
5.62915188510215,207.03,4352101.82104065,"Cyclotrisiloxane, hexamethyl-",98.3008065588811,T5-5.D
5.62921659688504,207.03,6050444.72836218,"Cyclotrisiloxane, hexamethyl-",98.2942091330406,T3-3.D
5.62924818008291,207.03,5189557.64526069,"Cyclotrisiloxane, hexamethyl-",98.2569939348443,T5-3.D
5.62933823060396,207.03,4615137.46776339,"Cyclotrisiloxane, hexamethyl-",98.2535354759951,T5-10.D
5.62941807847454,207.04,4784576.67063722,"Cyclotrisiloxane, hexamethyl-",98.3255564822004,T6-8.D
5.62952238283704,207.04,5052019.34155469,"Cyclotrisiloxane, hexamethyl-",98.3852085303934,T3-9.D
5.62960645163637,207.03,4489305.55876763,"Cyclotrisiloxane, hexamethyl-",98.2461021737081,T2-1.D
5.62983756321332,207.04,5540206.97113057,"Cyclotrisiloxane, hexamethyl-",98.307112861912,T2-6.D
5.62984538337858,207.03,3700604.58671721,"Cyclotrisiloxane, hexamethyl-",98.2290091073042,T4-4.D
5.62995252848494,207.04,6607026.74034739,"Cyclotrisiloxane, hexamethyl-",98.28714449818,T4-10.D
5.63045276393268,207.03,5035284.71936581,"Cyclotrisiloxane, hexamethyl-",98.298677047648,T4-3.D
5.63055611220596,207.04,4708451.19589837,"Cyclotrisiloxane, hexamethyl-",98.2430462061784,T4-7.D
5.63062674105982,207.03,4966931.12159566,"Cyclotrisiloxane, hexamethyl-",98.2319441638859,T6-7.D
5.63099799268511,207.04,5104053.59659007,"Cyclotrisiloxane, hexamethyl-",98.2947720991434,T2-5.D
5.63128935207915,207.04,5093811.81259776,"Cyclotrisiloxane, hexamethyl-",98.2290732417294,T1-7.D
5.63155390128232,207.04,7706692.85608629,"Cyclotrisiloxane, hexamethyl-",98.3198073109003,T2-2.D
5.63177225365055,207.04,5476591.5778616,"Cyclotrisiloxane, hexamethyl-",98.3238417992878,T3-2.D
5.63187814547497,207.03,3985825.79664331,"Cyclotrisiloxane, hexamethyl-",98.1605841257583,T6-6.D
5.63206243383442,207.02,4772008.75165053,"Cyclotrisiloxane, hexamethyl-",98.2317689363674,T6-10.D
5.65384776628029,93.06,15455.5298321331,"Pyridine, 2-methyl-",77.780954087186,T5-5.D
5.65425708563653,93.06,11145.7577873371,"Pyridine, 2-methyl-",76.6741164867738,T3-4.D
5.66078769799416,93.07,17526.4468035725,"2-Pyridinecarboxylic acid, 6-methyl-",82.4395551452443,T2-6.D
5.66337869073359,93,9566.14512299734,"2-Pyridinecarboxylic acid, 6-methyl-",84.8663040196883,T4-1.D
5.66429953538059,93.06,15750.6687852293,"2-Pyridinecarboxylic acid, 6-methyl-",86.7007459510229,T6-10.D
5.66436281376949,93.07,11771.8455563622,"2-Pyridinecarboxylic acid, 6-methyl-",81.7653377650615,T3-10.D
5.66460982203893,93.06,20438.3369173405,"Pyridine, 2-methyl-",78.031292294557,T3-6.D
5.66491785207075,93.06,12835.3360747925,"Pyridine, 2-methyl-",78.1393020011547,T4-8.D
5.66493790283042,93,9894.39608934667,"2-Pyridinecarboxylic acid, 6-methyl-",81.9795800473842,T5-4.D
5.66571191509285,93.06,6787.47716189281,"2-Pyridinecarboxylic acid, 6-methyl-",83.1457805935202,T1-5.D
5.66765894028259,93,4279.35142882907,Aniline,78.5343607071429,T5-7.D
5.66782826171874,93,15404.6375681122,"Pyridine, 2-methyl-",77.1336853634151,T3-2.D
5.66797621030944,93.06,6733.27401007575,"2-Pyridinecarboxylic acid, 6-methyl-",80.6241544390759,T5-10.D
5.66871451155019,93.07,11135.1948425588,Aniline,75.9825329782241,T6-5.D
5.67155438836683,93.04,12986.885646441,"2-Pyridinecarboxylic acid, 6-methyl-",79.254673754193,T3-5.D
5.67260732758028,93,4980.74001150959,"Pyridine, 2-methyl-",77.3949058964763,T2-10.D
5.67283945190171,93.06,11144.6659287132,Aniline,75.1543117039802,T1-1.D
5.67296798081862,93.06,7509.05475888673,"Pyridine, 2-methyl-",75.6704417373982,T2-5.D
5.67460476114541,93.06,5890.63717572275,"2-Pyridinecarboxylic acid, 6-methyl-",86.2523635687345,T3-3.D
5.6782582447481,93.07,12845.2850243888,"Pyridine, 2-methyl-",76.0077232000429,T6-8.D
5.68032541081951,93,6594.21521506615,Aniline,80.1475110452362,T1-6.D
5.68282576717381,93.07,7590.80140155175,Aniline,80.3358947992671,T3-8.D
5.68587942168096,93,13157.5195355904,Aniline,81.992844178749,T6-7.D
5.70868524410116,94.07,24576.9399982255,"Pyrazine, methyl-",88.2592989727024,T5-6.D
5.7158253477619,94.03,7857.61763123353,"Pyrazine, methyl-",77.9970860697514,T6-2.D
5.74428200288395,43,106972.456427572,"2,3-Hexanedione",83.431193437626,T4-9.D
5.7444732043007,43.07,233227.977055498,"2,4-Pentanedione, 3-methyl-",82.3965479795891,T5-8.D
5.74652281466576,43.06,124034.186897481,"2-Pentanone, 3-ethyl-",86.9505947852479,T4-6.D
5.74844408277999,43,129243.088716487,"2,3-Hexanedione",82.6809521814637,T5-9.D
5.74878893646171,43.08,126179.449593061,"2-Pentanone, 3-ethyl-",82.9527328677007,T1-6.D
5.74882959750207,43.05,152017.39526288,"2-Hexanone, 3-methyl-",87.3024392579707,T4-8.D
5.74902327261687,43.07,126169.948901691,"2,4-Pentanedione, 3-methyl-",80.896225591726,T6-1.D
5.7492961623033,43,90869.4022577135,"2,4-Pentanedione, 3-methyl-",75.5543485722299,T1-9.D
5.74932623481179,43.07,140272.925041348,"3,4-Dimethyl-2-pentanone",85.2595681451924,T1-2.D
5.74943801787455,43.05,94129.5808260336,"3,4-Dimethyl-2-pentanone",86.7588709435815,T6-4.D
5.74957407194995,43.07,152764.243505886,"2,3-Hexanedione",82.3647006282379,T4-10.D
5.74984054355982,43.05,218846.417145147,"3,4-Dimethyl-2-pentanone",87.8133205125129,T3-1.D
5.74990950035094,43.07,98175.3177688901,"3,4-Dimethyl-2-pentanone",85.1451040071967,T2-9.D
5.75000990922706,43.05,161426.113920425,"2-Pentanone, 3-ethyl-",87.5992071159534,T2-4.D
5.75016544278869,43.07,136318.530026213,"2-Pentanone, 3-ethyl-",86.5699664024282,T2-8.D
5.75031795491253,43.05,210934.022044388,"3,4-Dimethyl-2-pentanone",85.6649396922134,T3-8.D
5.75032893205583,43,126289.617090422,"2,3-Hexanedione",82.6414705709923,T6-9.D
5.75051588019039,43.07,137237.60369585,"3,4-Dimethyl-2-pentanone",84.6007121683019,T1-5.D
5.75053837530234,43.05,91887.736765839,"3,4-Dimethyl-2-pentanone",75.1318136678256,T1-3.D
5.75069764779297,43.05,185986.071391564,"3,4-Dimethyl-2-pentanone",85.0398298757545,T5-4.D
5.75074744586542,43,110268.005047095,"3,4-Dimethyl-2-pentanone",83.6677020840937,T1-10.D
5.75081485938492,43.05,146065.712021151,"3,4-Dimethyl-2-pentanone",80.4696686382579,T4-1.D
5.75081668418123,43,149904.538380702,"2-Pentanone, 3-ethyl-",84.0418787287541,T3-4.D
5.75087082740269,43.05,125945.168102653,"3,4-Dimethyl-2-pentanone",84.854643426003,T3-4.D
5.75087872250424,43,150603.682013306,"2,3-Hexanedione",82.7284427683999,T4-3.D
5.75088088525654,43,152366.530208767,"2,3-Hexanedione",82.783190239407,T3-10.D
5.75088466847101,43.07,154572.000488641,"3,4-Dimethyl-2-pentanone",76.6076803750494,T2-3.D
5.75092680468277,43,115701.793859342,"2,4-Pentanedione, 3-methyl-",80.3140980789768,T2-3.D
5.75095995189781,43,151266.655471627,"2,3-Hexanedione",83.3652970685988,T1-8.D
5.75116692628558,43.06,129622.462465646,"Propanal, 2-methyl-",79.5501993653257,T1-8.D
5.75124777967828,43.05,105835.992664647,"2-Pentanone, 3-ethyl-",86.3356961073728,T6-3.D
5.75125521667661,43.05,183871.189890637,"3,4-Dimethyl-2-pentanone",87.9769767036103,T3-9.D
5.75139944434405,43.08,140864.21806322,"2,4-Pentanedione, 3-methyl-",75.9520073274436,T1-1.D
5.7514159761763,43.07,131070.444000406,"3,4-Dimethyl-2-pentanone",80.3540491828066,T3-6.D
5.7514221651569,43.08,98070.4802934795,"3,4-Dimethyl-2-pentanone",81.5591879289332,T5-7.D
5.75151370509485,43.08,135363.963537502,"2,4-Pentanedione, 3-methyl-",76.5668316461052,T4-7.D
5.75153883237974,43.05,131799.623646867,"3,4-Dimethyl-2-pentanone",84.5374528841196,T5-5.D
5.75160289375283,43.08,155956.800190238,2-Butanone,76.4348621113088,T5-3.D
5.75162475797119,43.08,165155.510106425,"3,4-Dimethyl-2-pentanone",88.5855284641208,T2-6.D
5.75164546158232,43,133853.190592412,"3,4-Dimethyl-2-pentanone",84.3670033204456,T5-1.D
5.7517184469009,43,127545.719310777,"2,3-Hexanedione",83.1057529278661,T5-10.D
5.75177784476858,43.09,92370.8403851796,"3,4-Dimethyl-2-pentanone",77.5085572129974,T3-5.D
5.75181815775704,43.09,112867.900766632,"3,4-Dimethyl-2-pentanone",76.3442442941268,T6-5.D
5.75185912141911,43.05,202016.97113143,"3,4-Dimethyl-2-pentanone",85.6527583783131,T2-5.D
5.75186928151771,43.06,113247.674151258,"2,4-Pentanedione, 3-methyl-",75.9832546870214,T4-2.D
5.75192206288005,43.07,196720.830615032,"2-Pentanone, 3-ethyl-",88.1638198469597,T3-3.D
5.75192382666148,43,193237.100938969,"2,3-Hexanedione",86.4304003846596,T2-2.D
5.75195675976863,43,114118.35237224,"2,3-Hexanedione",82.1513822626379,T4-5.D
5.75198161780592,43.06,140998.014107141,"2-Pentanone, 3-ethyl-",87.848363468635,T2-1.D
5.75218119762457,43.06,153776.225002469,"2-Pentanone, 3-ethyl-",87.1553251373358,T6-8.D
5.75222999324923,43,101619.666471202,"2,3-Hexanedione",82.6931629439373,T3-7.D
5.7523014582265,43.07,117547.325079351,"3,4-Dimethyl-2-pentanone",84.4302699143951,T4-4.D
5.75231442525323,43,52557.9591574173,"2,3-Hexanedione",82.2359701735235,T5-6.D
5.75241209634847,43,97654.4979545025,"2,3-Hexanedione",82.3526897004373,T2-7.D
5.75259932743292,43.05,153741.309000376,"3,4-Dimethyl-2-pentanone",86.1483835878157,T6-7.D
5.75261588904913,43.05,160556.321652455,"2-Pentanone, 3-ethyl-",87.0073745378118,T1-4.D
5.75264515919329,43.07,108042.882150413,"2,4-Pentanedione, 3-methyl-",76.9812929988832,T2-10.D
5.7526730876707,43,162045.952389759,"2,3-Hexanedione",83.6060655277449,T3-2.D
5.75292510456004,43.05,137233.959266607,"3,4-Dimethyl-2-pentanone",86.7744863604626,T1-7.D
5.75390091368295,43.08,107157.238132776,"3,4-Dimethyl-2-pentanone",76.7617120594741,T6-10.D
5.75397162107704,43.06,113628.963160181,"3,4-Dimethyl-2-pentanone",84.5818190844696,T6-6.D
5.80285067047112,69,11807.6031741676,"2-Pyrazoline, 1-isopropyl-5-methyl-",75.87137978229,T1-4.D
5.82444741499511,83,25182.9515725207,"Cyclohexane, ethyl-",77.8253320332438,T4-9.D
5.8307896196564,83.09,22313.0143421327,"Cyclohexane, ethyl-",76.070939571612,T4-6.D
5.83202609082409,55.07,45613.3887269372,"3-Methylbut-2-enoic acid, 3-fluorophenyl ester",76.5772433020703,T5-8.D
5.83829287603424,83.09,25240.5646650054,"4-Hexen-3-one, 5-methyl-",76.8527219293667,T1-6.D
5.83888047687693,83,29398.7143329922,"3-Methylbut-2-enoic acid, 3-fluorophenyl ester",76.1288584075332,T6-1.D
5.83893222685558,83,28610.5692265763,"Cyclohexane, ethyl-",76.9001956025074,T2-8.D
5.84096967481443,83.09,22137.0396166663,19.10 Hexenyl angelate<3Z->,80.4622137137013,T2-9.D
5.84158937885588,83,29340.0985695953,1-Azabicyclo[3.1.0]hexane,76.3405484566142,T2-4.D
5.84198058109274,83.09,40357.2279352036,"Cyclohexane, ethyl-",75.1538586661433,T3-1.D
5.84222218143284,55,46860.3403944461,"Cyclohexane, ethyl-",78.4593340166918,T5-4.D
5.84280700532617,83,21944.7094547627,"Cyclohexane, ethyl-",76.1140962283666,T6-3.D
5.84282808864516,83,29698.0108407581,"Cyclohexane, ethyl-",76.4229319252399,T3-10.D
5.84283140812165,55.07,27909.2386828642,"Cyclohexane, ethyl-",76.506825943053,T1-2.D
5.84284024441066,83.09,26708.0854664192,"4-Hexen-3-one, 5-methyl-",75.362130717943,T6-9.D
5.8429098235053,83.09,33198.9714502041,"Cyclohexane, ethyl-",80.0901399476345,T4-8.D
5.84308667759689,83,23118.332467144,"Cyclohexane, ethyl-",75.1680744278427,T3-4.D
5.84316558176487,83.09,32407.358114744,"Cyclohexane, ethyl-",78.102277348662,T5-9.D
5.84329258584121,83,29972.5774795981,"3-Methylbut-2-enoic acid, 3-fluorophenyl ester",75.3700148177425,T4-5.D
5.84342600429188,55.07,31358.9079889493,"Cyclohexane, ethyl-",80.143027080676,T1-1.D
5.84362856925217,55.06,24444.486010211,"Cyclohexane, ethyl-",75.9684539560872,T1-3.D
5.84396465941503,83.09,22021.3662736918,"4-Hexen-3-one, 5-methyl-",78.1158156165345,T1-10.D
5.84402443880954,83.09,26487.6278830959,"Glycine, N-(2-methyl-1-oxo-2-butenyl)-, methyl ester, (E)-",75.5809373972455,T2-3.D
5.84410165377044,83.09,35067.1355468209,"Cyclohexane, ethyl-",80.1404449740251,T5-1.D
5.84413444263434,83.09,33099.4903457684,"Cyclohexane, ethyl-",76.5715670482194,T1-4.D
5.84425503002102,83,24485.659548329,"Cyclohexane, ethyl-",76.441939650426,T2-10.D
5.84431397785003,55.06,30250.7509641328,"Cyclohexane, ethyl-",75.4164739250718,T1-5.D
5.84434527148026,83.09,23432.0977522441,"3-Methylbut-2-enoic acid, 3-fluorophenyl ester",75.768688709638,T5-7.D
5.84456382057888,83,35333.2236424125,"Cyclohexane, ethyl-",76.1364307546937,T3-6.D
5.84474960194346,83.09,25074.4019178714,(Z)-(Z)-Hex-3-en-1-yl 2-methylbut-2-enoate,80.0384392665312,T5-5.D
5.84517562413126,55,26708.7070209397,"Cyclohexane, ethyl-",80.3414388115279,T4-1.D
5.84525820952092,83,34013.6907567063,"Cyclohexane, ethyl-",75.0721287537879,T5-3.D
5.84535229530637,83,20021.6318176665,Orcinyl di-tiglate,79.0362803957122,T3-5.D
5.84554443534228,83,21935.7976168925,(Z)-(Z)-Hex-3-en-1-yl 2-methylbut-2-enoate,77.420886176783,T3-7.D
5.84603034742811,83.09,30115.745621082,"Cyclohexane, ethyl-",76.491777817966,T6-8.D
5.84624842019344,83.09,29230.1582218887,"Cyclohexane, ethyl-",76.1954636275822,T4-2.D
5.8462999742862,83,32357.8306272036,"Cyclohexane, ethyl-",76.1596395234965,T5-10.D
5.84633228949608,83,24274.3638719137,"Cyclohexane, ethyl-",80.68401824383,T2-1.D
5.84704761750305,55.06,51196.822712863,"Cyclohexane, ethyl-",76.4499431363497,T3-3.D
5.8472581316342,55.06,24839.6849089736,"Cyclohexane, ethyl-",81.7951024426881,T4-4.D
5.8476353283088,55.07,34345.1046088372,"4-Hexen-3-one, 5-methyl-",76.2016554402442,T4-10.D
5.8476618351236,83,41920.6454401853,"Cyclohexane, ethyl-",85.221859482852,T3-9.D
5.8477775257896,55,31304.0741614336,"Cyclohexane, ethyl-",78.3107432904691,T6-7.D
5.84778778970695,83.09,70321.944610244,"Cyclohexane, ethyl-",79.5247165690898,T3-8.D
5.84821574677306,83.09,40836.4607791908,"4-Hexen-3-one, 5-methyl-",75.013438300775,T2-2.D
5.84823334371947,83,46045.3821734214,"Cyclohexane, ethyl-",80.0244556562034,T2-6.D
5.84838213286214,55,26670.8274529489,"4-Hexen-3-one, 5-methyl-",75.8335343876531,T4-7.D
5.84840023919362,55,31428.0813375425,"Cyclohexane, ethyl-",77.1511582434987,T4-3.D
5.84891749992041,83.09,23229.8059253705,"Cyclohexane, ethyl-",76.0855655010439,T1-7.D
5.84906498456185,55,45033.8659723416,"Cyclohexane, ethyl-",84.8800066252552,T2-5.D
5.8491572129944,55.06,35005.4183901721,"Cyclohexane, ethyl-",81.7982363168742,T6-6.D
5.84927559044371,55,37617.8441923251,"4-Hexen-3-one, 5-methyl-",76.435959927251,T3-2.D
5.84989367816494,55.06,42121.1386510893,"Cyclohexane, ethyl-",80.2130691584422,T3-2.D
5.85150122618855,57.08,23862.0084965232,Neopentane,87.7641774267078,T3-8.D
5.86997991769919,96,19746.6157742877,Furfural,87.1061989719255,T5-4.D
5.87191230589633,96,12087.5379229943,Furfural,81.2261013131385,T3-4.D
5.87387739390163,96.09,10592.8927253937,"1H-Imidazole-4-ethanamine, .beta.-methyl-",83.0497393847706,T6-1.D
5.87423899390689,95.06,8963.26814306194,"1H-Imidazole-4-ethanamine, .beta.-methyl-",75.2574500635469,T5-5.D
5.87537878777442,96.09,11824.4502573238,Furfural,93.4271822124368,T6-2.D
5.87542167470796,95.06,8563.73930892589,3.67 Furfural,75.8802489619544,T6-4.D
5.87561256820433,95.06,14028.7714523388,Furfural,88.3977006083791,T5-1.D
5.87569831959803,95.06,25751.9096073857,Furfural,80.5273689889559,T5-6.D
5.87592995576024,96,8435.19085970489,3.67 Furfural,80.6847666281474,T4-3.D
5.88189890150651,96.1,49949.4110284959,3-Furaldehyde,94.4005779024502,T2-7.D
5.88425609711585,96,11465.042908142,3.67 Furfural,79.740766549582,T2-1.D
5.90565517648742,111,18502.4244453901,Difluoroisocyanatophosphine,77.7749409901044,T5-3.D
5.90697036138809,111.1,21860.9677654802,"3,4-Hexanedione, 1,1,1,6,6,6-hexafluoro-",75.7200874735163,T3-9.D
5.95791333696814,43,151938.825470963,"2,4-Dimethyl-1-heptene",93.9837410719028,T4-9.D
5.96108880574985,43,173456.796742498,"2,4-Dimethyl-1-heptene",96.3048850767793,T4-6.D
5.96210512234573,43.07,382832.332945984,"2,4-Dimethyl-1-heptene",96.821670576457,T5-8.D
5.96537034832907,43,162751.167356779,"2,4-Dimethyl-1-heptene",95.5270289530105,T6-4.D
5.96577653953156,70.08,155258.17211487,"2,4-Dimethyl-1-heptene",93.9827156976348,T1-9.D
5.96652750519854,70.09,164330.320003905,Isopropylcyclobutane,87.3106314543463,T1-6.D
5.96732243063265,70.08,138567.325640717,Isopropylcyclobutane,82.5318179559696,T6-1.D
5.96779161603221,70.09,156963.893211603,Isopropylcyclobutane,85.6955202576433,T2-8.D
5.96823860796024,70,130199.014074764,Isopropylcyclobutane,79.8723325697475,T2-9.D
5.96849818862222,70.09,186944.31656148,"Cyclopentane, 1,2,3-trimethyl-, (1.alpha.,2.alpha.,3.alpha.)-",87.6869683103918,T2-4.D
5.96907290159619,70.08,215078.315495331,Isopropylcyclobutane,85.9701356217661,T5-4.D
5.96925763854314,70.08,184776.405489689,"Cyclopentane, 1,2,3-trimethyl-, (1.alpha.,2.alpha.,3.alpha.)-",84.5180719651319,T5-9.D
5.96973353460788,43,152229.852050387,"2,4-Dimethyl-1-heptene",93.3202254857903,T2-7.D
5.9697658595377,70,166169.544370522,Isopropylcyclobutane,82.3506796006076,T4-8.D
5.96980068076339,70.09,155976.27412325,Isopropylcyclobutane,77.5021778145506,T6-5.D
5.96980290658626,70.08,245435.478567337,"Cyclopentane, 1,2,3-trimethyl-, (1.alpha.,2.alpha.,3.alpha.)-",83.6626369787118,T3-1.D
5.96988601026039,70.08,109710.048969592,"Butane, 2-cyclopropyl-",78.9454595102748,T1-3.D
5.97031351932355,70.09,156596.8469152,"1,2-Oxaborolane, 2-ethyl-4,5-dimethyl-",79.7434115883105,T1-2.D
5.97031530128641,70.09,113760.620112153,"Cyclobutane, 1,1,2,3,3-pentamethyl-",79.7906496164718,T3-4.D
5.97034456467965,70,204495.186576621,Isopropylcyclobutane,85.0924723299622,T6-9.D
5.97059407557475,70,194310.195017834,Isopropylcyclobutane,84.2191024330998,T3-10.D
5.97063889669265,70.09,152979.192203382,"3-Heptene, 2,6-dimethyl-",76.3868615175442,T2-3.D
5.97066465339541,70.08,151121.519155235,"Butane, 2-cyclopropyl-",84.829726945238,T1-5.D
5.9711021856892,70,120817.981969587,Isopropylcyclobutane,78.3004925814395,T2-10.D
5.97112168420307,70.08,151420.353274811,"1,2-Oxaborolane, 2-ethyl-4,5-dimethyl-",76.1332548721253,T5-1.D
5.9711244114791,70,141371.840613259,"Cyclobutanone, 2,3,3,4-tetramethyl-",75.6734801441831,T4-5.D
5.97129098676447,70.08,193844.238008829,"Butane, 2-cyclopropyl-",78.1810067766947,T1-1.D
5.97137125887801,70,320311.897865529,"3-Heptene, 2,6-dimethyl-",80.4812228520332,T3-8.D
5.97237072740538,70.09,174624.476833429,"2-Hexene, 3,5,5-trimethyl-",75.8260656207185,T1-8.D
5.97274922081333,70.08,132123.435373543,Isopropylcyclobutane,80.9480207194296,T2-1.D
5.972862527697,70,150099.890201666,"Cyclopentane, 1,2,3-trimethyl-, (1.alpha.,2.alpha.,3.alpha.)-",79.9639363242757,T2-1.D
5.97489066409332,70.08,235687.544491202,Isopropylcyclobutane,78.8573215966898,T2-2.D
5.97521511965196,70,156685.266469876,"2,3-Dimethyl-1-hexene",78.4360147410138,T6-6.D
6.00482589509988,43.05,5257355.9999305,"2-Pentanone, 4-hydroxy-4-methyl-",98.4180104397831,T4-9.D
6.0066852437754,43,7527794.8933806,"2-Pentanone, 4-hydroxy-4-methyl-",98.0015740200028,T5-8.D
6.00671977749165,43.06,5437161.55338303,"2-Pentanone, 4-hydroxy-4-methyl-",98.4529636601826,T4-6.D
6.00839352239825,43,5813760.57058944,"2-Pentanone, 4-hydroxy-4-methyl-",98.3142804789824,T1-6.D
6.00840761221578,43.05,6553052.06426698,"2-Pentanone, 4-hydroxy-4-methyl-",98.0864405692963,T6-4.D
6.00913341843547,43.07,5040853.45232234,"2-Pentanone, 4-hydroxy-4-methyl-",98.3536778601477,T1-9.D
6.00926494260775,43,6393675.1217024,"2-Pentanone, 4-hydroxy-4-methyl-",98.1135354145614,T6-1.D
6.00945065603146,43.05,7514083.88431988,"2-Pentanone, 4-hydroxy-4-methyl-",98.0112472552348,T4-8.D
6.00945930197144,43.07,6131687.19617377,"2-Pentanone, 4-hydroxy-4-methyl-",98.3176523561488,T5-9.D
6.00956099816063,43.05,6906825.80267748,"2-Pentanone, 4-hydroxy-4-methyl-",97.9270611075846,T5-6.D
6.00971547079308,43.07,5816694.15219971,"2-Pentanone, 4-hydroxy-4-methyl-",98.1012059250447,T2-9.D
6.00993562029299,43,5186327.18325202,"2-Pentanone, 4-hydroxy-4-methyl-",98.072655920743,T1-2.D
6.01015235415933,43,4961792.73612151,"2-Pentanone, 4-hydroxy-4-methyl-",98.2305476667277,T1-3.D
6.01018075875317,43,4808945.77157335,"2-Pentanone, 4-hydroxy-4-methyl-",98.1423017412819,T2-8.D
6.01027871603792,43,6322174.46188933,"2-Pentanone, 4-hydroxy-4-methyl-",98.1326082112015,T6-9.D
6.01039553753482,43,5404789.22739083,"2-Pentanone, 4-hydroxy-4-methyl-",98.0756139188102,T2-4.D
6.01041717733613,43.05,5699246.58182655,"2-Pentanone, 4-hydroxy-4-methyl-",98.0018662330506,T6-3.D
6.01044644774408,43,5822876.04871864,"2-Pentanone, 4-hydroxy-4-methyl-",97.9287968871052,T1-5.D
6.01047520225258,43.08,7469813.7407335,"2-Pentanone, 4-hydroxy-4-methyl-",98.0659064748329,T3-10.D
6.01056709635202,43.07,8789286.7657445,"2-Pentanone, 4-hydroxy-4-methyl-",97.8610532354675,T4-3.D
6.01071226183998,43.07,5760272.81783374,"2-Pentanone, 4-hydroxy-4-methyl-",98.0219902173298,T4-4.D
6.01083900943771,43.07,5413971.38471351,"2-Pentanone, 4-hydroxy-4-methyl-",98.2694576843823,T2-3.D
6.01086319859137,43,7620685.6072212,"2-Pentanone, 4-hydroxy-4-methyl-",97.9943269801028,T5-4.D
